set,path,class,xmin,ymin,0,1,xmax,ymax,2,3
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000531135.jpg, person,0.886,0.437333333333333,,,0.89,0.445333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000470924.jpg, person,0.915625,0.01875,,,0.9234375,0.0375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000374545.jpg, person,0.262295081967213,0.8296875,,,0.278688524590164,0.8484375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000057760.jpg, person,0.428,0.645367412140575,,,0.442,0.686900958466454,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000017959.jpg, person,0.94375,0.819672131147541,,,0.95,0.831381733021077,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000143068.jpg, person,0.20625,0.741784037558686,,,0.2078125,0.76056338028169,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000545007.jpg, person,0.355294117647059,0.0484375,,,0.656470588235294,0.4140625,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000465718.jpg, person,0.609375,0.198135198135198,,,0.66875,0.335664335664336,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000203931.jpg, person,0.742990654205607,0.36875,,,0.820093457943925,0.4421875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000261097.jpg, person,0.564564564564565,0.362,,,0.642642642642643,0.43,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012670.jpg, person,0.5453125,0.170560747663551,,,0.61875,0.392523364485981,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000465718.jpg, person,0.290625,0.249417249417249,,,0.3421875,0.368298368298368,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000305317.jpg, person,0.134730538922156,0.808,,,0.152694610778443,0.84,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000218997.jpg, person,0.8265625,0.139871382636656,,,0.8359375,0.159163987138264,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000074092.jpg, person,0.301204819277108,0.382,,,0.376506024096386,0.42,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000427997.jpg, person,0.75,0.257009345794392,,,0.778125,0.303738317757009,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000077460.jpg, person,0.156542056074766,0.8578125,,,0.207943925233645,0.9375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000465718.jpg, person,0.775,0.174825174825175,,,0.8015625,0.237762237762238,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000433103.jpg, person,0.7296875,0.162352941176471,,,0.8234375,0.388235294117647,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000528578.jpg, person,0.03125,0.77751756440281,,,0.0359375,0.789227166276347,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000097337.jpg, person,0.488,0.277333333333333,,,0.582,0.461333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000039951.jpg, person,0.071875,0.085393258426966,,,0.1390625,0.130337078651685,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000218997.jpg, person,0.7609375,0.120578778135048,,,0.7828125,0.14951768488746,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000465822.jpg, person,0.958,0.482666666666667,,,0.998,0.6,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012120.jpg, person,0.775,0.175233644859813,,,0.7953125,0.235981308411215,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000465718.jpg, person,0.0953125,0.510489510489511,,,0.125,0.578088578088578,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000308587.jpg, person,0.2125,0.5046875,,,0.21875,0.5171875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000097337.jpg, person,0.362,0.277333333333333,,,0.498,0.464,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000570756.jpg, person,0.7578125,0.633177570093458,,,0.76875,0.679906542056075,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000433515.jpg, person,0.1296875,0.658333333333333,,,0.1453125,0.6875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012120.jpg, person,0.8,0.289719626168224,,,0.8296875,0.331775700934579,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000528578.jpg, person,0.7078125,0.796252927400468,,,0.7109375,0.798594847775176,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000531135.jpg, person,0.924,0.434666666666667,,,0.934,0.453333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000097337.jpg, person,0.33,0.306666666666667,,,0.392,0.458666666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000447314.jpg, person,0.059375,0.46943231441048,,,0.06875,0.497816593886463,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000005586.jpg, person,0.346875,0.15,,,0.375,0.175,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000447314.jpg, person,0.325,0.620087336244541,,,0.33125,0.637554585152838,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000447314.jpg, person,0.33125,0.622270742358079,,,0.340625,0.64410480349345,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000528578.jpg, person,0.5875,0.786885245901639,,,0.59375,0.793911007025761,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000447314.jpg, person,0.3390625,0.633187772925764,,,0.346875,0.650655021834061,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000189475.jpg, person,0,0.226666666666667,,,0.102,0.706666666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000189475.jpg, person,0.34,0.264,,,0.44,0.472,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000163057.jpg, person,0.3234375,0.583333333333333,,,0.334375,0.625,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000281687.jpg, person,0.458,0.653333333333333,,,0.482,0.789333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000007511.jpg, person,0.925,0.566666666666667,,,0.9328125,0.597916666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000189475.jpg, person,0.702,0.266666666666667,,,0.828,0.448,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000284743.jpg, person,0.628125,0.124705882352941,,,0.828125,0.607058823529412,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000377393.jpg, person,0.15625,0.083333333333333,,,0.1609375,0.1,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000189475.jpg, person,0.046,0.186666666666667,,,0.11,0.288,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000284743.jpg, person,0.0609375,0.216470588235294,,,0.5484375,0.901176470588235,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000284743.jpg, person,0.29375,0.131764705882353,,,0.421875,0.416470588235294,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000471789.jpg, person,0.696875,0.816666666666667,,,0.73125,0.939583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000284743.jpg, person,0.4296875,0.049411764705882,,,0.5953125,0.489411764705882,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000236599.jpg, person,0.476,0.609826589595376,,,0.494,0.736994219653179,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000533816.jpg, person,0.8375,0.152582159624413,,,0.953125,0.349765258215962,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000065798.jpg, person,0.4875,0.447916666666667,,,0.5046875,0.46875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000089648.jpg, person,0.3734375,0.009367681498829,,,0.5578125,0.259953161592506,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000264968.jpg, person,0,0,,,0.18562874251497,0.356,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000170116.jpg, person,0.89375,0.347916666666667,,,0.925,0.49375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000074092.jpg, person,0.168674698795181,0.368,,,0.231927710843373,0.412,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012120.jpg, person,0.753125,0.485981308411215,,,0.853125,0.757009345794392,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000302107.jpg, person,0,0.4671875,,,0.262295081967213,0.89375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000224664.jpg, person,0.8015625,0.53125,,,0.815625,0.545833333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000305309.jpg, person,0.1234375,0.330049261083744,,,0.2765625,0.849753694581281,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000263679.jpg, person,0.48125,0.593457943925234,,,0.5515625,0.64018691588785,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000086956.jpg, person,0.514583333333333,0.2046875,,,0.997916666666666,0.996875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000433515.jpg, person,0.6765625,0.63125,,,0.6921875,0.689583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000057597.jpg, person,0.3109375,0.286384976525822,,,0.334375,0.380281690140845,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000409542.jpg, person,0.710280373831776,0.690625,,,0.831775700934579,0.896875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000474293.jpg, person,0.821875,0.51875,,,0.99375,0.997916666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000057597.jpg, person,0.346875,0.284037558685446,,,0.3640625,0.359154929577465,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000410650.jpg, person,0.1890625,0.297916666666667,,,0.234375,0.375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000145020.jpg, person,0.259375,0.584487534626039,,,0.2859375,0.753462603878116,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000478721.jpg, person,0.50625,0.475,,,0.6109375,0.764583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000128748.jpg, person,0.317718940936864,0.06875,,,0.723014256619145,0.9203125,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000478721.jpg, person,0.3765625,0.460416666666667,,,0.4796875,0.691666666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000121497.jpg, person,0.271875,0.2625,,,0.46875,0.5875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000261097.jpg, person,0.198198198198198,0.444,,,0.303303303303303,0.552,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000559348.jpg, person,0.4703125,0.189583333333333,,,0.521875,0.272916666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000548246.jpg, person,0.334375,0.233644859813084,,,0.659375,0.988317757009346,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000119995.jpg, person,0.634615384615385,0,,,0.77991452991453,0.028,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000474078.jpg, person,0.371875,0.60625,,,0.63125,0.94375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000128748.jpg, person,0,0.1234375,,,0.425661914460285,0.95,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000414673.jpg, person,0.49,0.322289156626506,,,0.556,0.469879518072289,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000259690.jpg, person,0.3015625,0.216666666666667,,,0.334375,0.3,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000357816.jpg, person,0.568,0.002197802197802,,,0.764,0.573626373626374,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000308587.jpg, person,0.08125,0.5140625,,,0.0875,0.521875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012639.jpg, person,0.204166666666667,0.3015625,,,0.302083333333333,0.3859375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000492758.jpg, person,0.7,0.444964871194379,,,0.803125,0.625292740046838,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000296231.jpg, person,0.0484375,0.216666666666667,,,0.1078125,0.354166666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000497599.jpg, person,0.346604215456674,0.5265625,,,0.651053864168618,0.9765625,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000145020.jpg, person,0.0984375,0.551246537396122,,,0.10625,0.578947368421052,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000474078.jpg, person,0.925,0,,,0.978125,0.18125,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000570688.jpg, person,0.21875,0.747916666666667,,,0.26875,0.847916666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000127270.jpg, person,0.554878048780488,0,,,0.826219512195122,0.176,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000065798.jpg, person,0.7125,0.529166666666667,,,0.7421875,0.589583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000159399.jpg, person,0.5265625,0.579166666666667,,,0.596875,0.825,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000024027.jpg, person,0.212,0.946666666666667,,,0.23,0.994666666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000007511.jpg, person,0.371875,0.585416666666667,,,0.3921875,0.635416666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000182021.jpg, person,0.2328125,0.191666666666667,,,0.4734375,0.983333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000343218.jpg, person,0.6203125,0.235981308411215,,,0.6890625,0.558411214953271,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000095862.jpg, person,0.892,0.76,,,0.996,0.997333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000293200.jpg, person,0.784375,0.285714285714286,,,0.8390625,0.451990632318501,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000299553.jpg, person,0.474666666666667,0.902,,,0.525333333333333,0.998,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000411774.jpg, person,0.013333333333333,0.142,,,0.872,0.986,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000007511.jpg, person,0.93125,0.610416666666667,,,0.946875,0.639583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000276804.jpg, person,0.294921875,0.5921875,,,0.365234375,0.7171875,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000507223.jpg, person,0.227083333333333,0.1484375,,,0.645833333333333,0.978125,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000095862.jpg, person,0.66,0.794666666666667,,,0.75,0.962666666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000046252.jpg, person,0.525,0.4875,,,0.6609375,0.785416666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000522889.jpg, person,0.502358490566038,0,,,0.683962264150943,0.2765625,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000477805.jpg, person,0.2546875,0.721311475409836,,,0.3515625,0.826697892271663,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000002153.jpg, person,0.4296875,0.629166666666667,,,0.590625,0.908333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000494759.jpg, person,0.80625,0.552083333333333,,,0.8796875,0.820833333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000262487.jpg, person,0.309375,0.570833333333333,,,0.66875,0.964583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000025424.jpg, person,0.302107728337237,0.3796875,,,0.73536299765808,0.9984375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000531135.jpg, person,0.946,0.442666666666667,,,0.956,0.461333333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000306139.jpg, person,0.503125,0.253521126760563,,,0.671875,0.589201877934272,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000390902.jpg, person,0.540540540540541,0.118,,,0.681681681681682,0.364,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000520264.jpg, person,0.5171875,0.35,,,0.8703125,0.997916666666667,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000559842.jpg, person,0.4,0.255269320843091,,,0.4890625,0.503512880562061,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000012639.jpg, person,0.4125,0.31875,,,0.658333333333333,0.809375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000074092.jpg, person,0.436746987951807,0.326,,,0.701807228915663,0.862,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000037988.jpg, person,0.5859375,0.00625,,,0.68125,0.095833333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000005586.jpg, person,0.940625,0.1625,,,0.971875,0.2,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000127270.jpg, person,0.11890243902439,0.096,,,0.871951219512195,0.982,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000361730.jpg, person,0.628125,0.797916666666667,,,0.6703125,0.889583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000527215.jpg, person,0.4453125,0.650234741784038,,,0.4625,0.713615023474178,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000471789.jpg, person,0.4,0.50625,,,0.4125,0.539583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000383384.jpg, person,0.728125,0.55,,,0.859375,0.997222222222222,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000121497.jpg, person,0.4453125,0.104166666666667,,,0.7453125,0.7375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000361730.jpg, person,0.934375,0.74375,,,0.978125,0.939583333333333,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000361730.jpg, person,0.190625,0.804166666666667,,,0.2015625,0.84375,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000299553.jpg, person,0.8,0.688,,,0.869333333333333,0.846,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000264968.jpg, person,0.419161676646707,0,,,0.482035928143713,0.042,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000374545.jpg, person,0.098360655737705,0.83125,,,0.111111111111111,0.8703125,,
VALIDATION, /home/amoel/Documents/ml_misc/tflite/object_detection/tflite_model_maker/on_desktop_linux/my_custom_dataset/images/000000224664.jpg, person,0.340625,0.458333333333333,,,0.3453125,0.472916666666667,,
